,name,weight,height,species,moves,types,abilities,hp,attack,defense,special-attack,special-defense,speed
500,dewott,245,8,dewott,"swords-dance, cut, tackle, take-down, tail-whip, water-gun, hydro-pump, surf, ice-beam, blizzard, dig, toxic, double-team, focus-energy, waterfall, swift, rest, substitute, thief, snore, protect, icy-wind, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, encore, iron-tail, hidden-power, rain-dance, rock-smash, hail, facade, taunt, helping-hand, revenge, brick-break, knock-off, secret-power, dive, aerial-ace, covet, water-sport, water-pulse, fling, aqua-tail, air-slash, x-scissor, vacuum-wave, avalanche, grass-knot, aqua-jet, soak, round, scald, retaliate, water-pledge, work-up, razor-shell, confide, liquidation, flip-turn, tera-blast, snowscape, chilling-water",water,"torrent, shell-armor",75,75,60,83,60,60
501,samurott,946,15,samurott,"swords-dance, cut, tackle, body-slam, take-down, tail-whip, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, strength, dig, toxic, double-team, focus-energy, waterfall, swift, rest, slash, substitute, thief, snore, protect, scary-face, icy-wind, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, megahorn, encore, iron-tail, hidden-power, rain-dance, rock-smash, hail, facade, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, dive, hydro-cannon, aerial-ace, block, covet, water-sport, water-pulse, fling, aqua-tail, air-slash, x-scissor, vacuum-wave, giga-impact, avalanche, grass-knot, aqua-jet, soak, round, scald, retaliate, water-pledge, bulldoze, dragon-tail, work-up, drill-run, razor-shell, confide, smart-strike, liquidation, flip-turn, tera-blast, snowscape, chilling-water",water,"torrent, shell-armor",95,100,85,108,70,70
502,patrat,116,5,patrat,"swords-dance, cut, slam, sand-attack, tackle, leer, bite, low-kick, thunderbolt, dig, toxic, hypnosis, screech, double-team, focus-energy, bide, rest, hyper-fang, super-fang, substitute, snore, flail, protect, foresight, detect, swagger, mean-look, attract, sleep-talk, return, frustration, baton-pass, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, facade, helping-hand, revenge, endeavor, secret-power, bullet-seed, covet, shock-wave, assurance, fling, last-resort, aqua-tail, seed-bomb, nasty-plot, zen-headbutt, gunk-shot, grass-knot, after-you, round, retaliate, work-up, confide, laser-focus, tearful-look",normal,"run-away, keen-eye, analytic",45,55,39,35,39,42
503,watchog,270,11,watchog,"fire-punch, ice-punch, thunder-punch, swords-dance, cut, slam, sand-attack, tackle, leer, bite, flamethrower, hyper-beam, low-kick, strength, thunderbolt, thunder-wave, thunder, dig, toxic, hypnosis, double-team, confuse-ray, light-screen, focus-energy, bide, dream-eater, flash, rest, hyper-fang, super-fang, substitute, snore, protect, detect, swagger, mean-look, attract, sleep-talk, return, frustration, baton-pass, iron-tail, hidden-power, rain-dance, sunny-day, crunch, psych-up, shadow-ball, rock-smash, facade, focus-punch, helping-hand, knock-off, endeavor, secret-power, signal-beam, covet, shock-wave, fling, last-resort, aqua-tail, seed-bomb, focus-blast, giga-impact, nasty-plot, zen-headbutt, gunk-shot, grass-knot, after-you, round, retaliate, work-up, rototiller, confide, power-up-punch, laser-focus, stomping-tantrum",normal,"illuminate, keen-eye, analytic",60,85,69,60,69,77
504,lillipup,41,4,lillipup,"sand-attack, tackle, take-down, leer, bite, roar, thunderbolt, thunder-wave, dig, toxic, double-team, lick, rest, substitute, snore, reversal, protect, mud-slap, endure, charm, swagger, attract, sleep-talk, return, frustration, pursuit, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, uproar, facade, helping-hand, yawn, secret-power, hyper-voice, odor-sleuth, rock-tomb, aerial-ace, howl, covet, shock-wave, payback, last-resort, giga-impact, thunder-fang, ice-fang, fire-fang, after-you, round, retaliate, work-up, wild-charge, snarl, play-rough, confide, baby-doll-eyes, psychic-fangs",normal,"vital-spirit, pickup, run-away",45,60,45,25,45,55
505,herdier,147,9,herdier,"tackle, take-down, leer, bite, roar, surf, strength, thunderbolt, thunder-wave, dig, toxic, double-team, rest, substitute, snore, reversal, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, uproar, facade, helping-hand, secret-power, hyper-voice, odor-sleuth, rock-tomb, aerial-ace, covet, shock-wave, payback, last-resort, giga-impact, thunder-fang, ice-fang, fire-fang, after-you, round, retaliate, work-up, wild-charge, snarl, play-rough, confide, baby-doll-eyes, psychic-fangs",normal,"intimidate, sand-rush, scrappy",65,80,65,35,65,60
506,stoutland,610,12,stoutland,"tackle, take-down, leer, bite, roar, surf, hyper-beam, strength, thunderbolt, thunder-wave, thunder, dig, toxic, double-team, rest, substitute, snore, reversal, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, uproar, facade, helping-hand, superpower, secret-power, hyper-voice, odor-sleuth, rock-tomb, aerial-ace, covet, shock-wave, payback, last-resort, giga-impact, thunder-fang, ice-fang, fire-fang, iron-head, after-you, round, retaliate, work-up, wild-charge, snarl, play-rough, confide, baby-doll-eyes, psychic-fangs, stomping-tantrum",normal,"intimidate, sand-rush, scrappy",85,110,90,45,90,80
507,purrloin,101,4,purrloin,"pay-day, scratch, cut, sand-attack, growl, thunder-wave, toxic, quick-attack, screech, double-team, swift, dream-eater, fury-swipes, rest, slash, substitute, thief, snore, spite, protect, feint-attack, endure, charm, swagger, attract, sleep-talk, return, frustration, baton-pass, encore, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, fake-out, torment, facade, taunt, trick, role-play, assist, yawn, knock-off, snatch, secret-power, hyper-voice, fake-tears, aerial-ace, covet, u-turn, payback, assurance, embargo, copycat, sucker-punch, dark-pulse, night-slash, seed-bomb, nasty-plot, shadow-claw, gunk-shot, captivate, grass-knot, hone-claws, foul-play, round, echoed-voice, snarl, play-rough, confide, lash-out",dark,"limber, unburden, prankster",41,50,37,50,37,66
508,liepard,375,11,liepard,"pay-day, scratch, cut, sand-attack, growl, hyper-beam, thunder-wave, toxic, screech, double-team, swift, dream-eater, fury-swipes, rest, slash, substitute, thief, snore, spite, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, baton-pass, encore, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, fake-out, torment, facade, taunt, trick, role-play, assist, knock-off, snatch, secret-power, hyper-voice, fake-tears, aerial-ace, covet, u-turn, payback, assurance, embargo, sucker-punch, dark-pulse, night-slash, seed-bomb, giga-impact, nasty-plot, shadow-claw, psycho-cut, gunk-shot, grass-knot, hone-claws, foul-play, round, echoed-voice, snarl, play-rough, confide, laser-focus, throat-chop, skitter-smack, burning-jealousy, lash-out",dark,"limber, unburden, prankster",64,88,50,88,50,106
509,pansage,105,6,pansage,"scratch, cut, vine-whip, leer, bite, low-kick, leech-seed, solar-beam, dig, toxic, double-team, lick, flash, fury-swipes, rest, substitute, thief, snore, protect, giga-drain, swagger, attract, sleep-talk, return, frustration, iron-tail, synthesis, hidden-power, sunny-day, crunch, rock-smash, uproar, torment, facade, focus-punch, nature-power, taunt, helping-hand, role-play, recycle, knock-off, endeavor, secret-power, astonish, rock-tomb, grass-whistle, tickle, bullet-seed, covet, magical-leaf, natural-gift, payback, fling, gastro-acid, worry-seed, seed-bomb, energy-ball, nasty-plot, shadow-claw, leaf-storm, gunk-shot, grass-knot, hone-claws, low-sweep, round, acrobatics, grass-pledge, work-up, disarming-voice, play-nice, confide, spiky-shield",grass,"gluttony, overgrow",50,53,48,53,48,64
510,simisage,305,11,simisage,"cut, leer, hyper-beam, low-kick, solar-beam, dig, toxic, double-team, lick, flash, fury-swipes, rest, rock-slide, substitute, thief, snore, protect, giga-drain, swagger, attract, sleep-talk, return, frustration, iron-tail, synthesis, hidden-power, sunny-day, rock-smash, uproar, torment, facade, focus-punch, nature-power, taunt, helping-hand, role-play, superpower, recycle, brick-break, knock-off, endeavor, secret-power, rock-tomb, covet, payback, fling, gastro-acid, worry-seed, seed-bomb, focus-blast, energy-ball, giga-impact, shadow-claw, gunk-shot, grass-knot, hone-claws, low-sweep, round, acrobatics, grass-pledge, work-up, confide, power-up-punch, throat-chop",grass,"gluttony, overgrow",75,98,63,98,63,101
511,pansear,110,6,pansear,"fire-punch, scratch, cut, leer, bite, flamethrower, low-kick, solar-beam, fire-spin, dig, toxic, double-team, lick, fire-blast, amnesia, fury-swipes, rest, substitute, thief, snore, protect, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, crunch, rock-smash, uproar, heat-wave, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, role-play, recycle, yawn, knock-off, endeavor, secret-power, astonish, overheat, rock-tomb, tickle, covet, natural-gift, payback, fling, gastro-acid, flare-blitz, nasty-plot, shadow-claw, gunk-shot, grass-knot, hone-claws, flame-burst, flame-charge, low-sweep, round, incinerate, acrobatics, fire-pledge, work-up, belch, disarming-voice, play-nice, confide",fire,"gluttony, blaze",50,53,48,53,48,64
512,simisear,280,10,simisear,"fire-punch, cut, leer, flamethrower, hyper-beam, low-kick, solar-beam, dig, toxic, double-team, lick, fire-blast, fury-swipes, rest, rock-slide, substitute, thief, snore, protect, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, rock-smash, uproar, heat-wave, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, role-play, superpower, recycle, brick-break, knock-off, endeavor, secret-power, overheat, rock-tomb, covet, payback, fling, gastro-acid, focus-blast, giga-impact, shadow-claw, gunk-shot, grass-knot, hone-claws, flame-burst, flame-charge, low-sweep, round, incinerate, acrobatics, fire-pledge, work-up, confide, power-up-punch, throat-chop",fire,"gluttony, blaze",75,98,63,98,63,101
513,panpour,135,6,panpour,"ice-punch, scratch, cut, leer, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, low-kick, dig, toxic, double-team, lick, waterfall, fury-swipes, rest, substitute, thief, snore, protect, icy-wind, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, crunch, rock-smash, uproar, hail, torment, facade, focus-punch, taunt, helping-hand, role-play, recycle, knock-off, endeavor, secret-power, dive, mud-sport, astonish, rock-tomb, tickle, covet, water-sport, water-pulse, brine, natural-gift, payback, fling, gastro-acid, aqua-ring, aqua-tail, nasty-plot, shadow-claw, gunk-shot, grass-knot, hone-claws, low-sweep, round, scald, acrobatics, water-pledge, work-up, disarming-voice, play-nice, confide",water,"gluttony, torrent",50,53,48,53,48,64
514,simipour,290,10,simipour,"ice-punch, cut, leer, surf, ice-beam, blizzard, hyper-beam, low-kick, dig, toxic, double-team, lick, waterfall, fury-swipes, rest, rock-slide, substitute, thief, snore, protect, icy-wind, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, rock-smash, uproar, hail, torment, facade, focus-punch, taunt, helping-hand, role-play, superpower, recycle, brick-break, knock-off, endeavor, secret-power, dive, rock-tomb, covet, water-pulse, payback, fling, gastro-acid, aqua-tail, focus-blast, giga-impact, shadow-claw, gunk-shot, grass-knot, hone-claws, low-sweep, round, scald, acrobatics, water-pledge, work-up, confide, power-up-punch, throat-chop",water,"gluttony, torrent",75,98,63,98,63,101
515,munna,233,6,munna,"sonic-boom, psybeam, thunder-wave, toxic, psychic, hypnosis, double-team, defense-curl, barrier, light-screen, reflect, swift, amnesia, dream-eater, flash, psywave, rest, rock-slide, substitute, nightmare, snore, curse, protect, endure, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, baton-pass, moonlight, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, torment, facade, helping-hand, trick, magic-coat, yawn, skill-swap, imprison, secret-power, rock-tomb, signal-beam, calm-mind, shock-wave, gravity, gyro-ball, healing-wish, lucky-chant, power-swap, guard-swap, worry-seed, energy-ball, zen-headbutt, trick-room, charge-beam, wonder-room, psyshock, telekinesis, synchronoise, after-you, round, stored-power, ally-switch, moonblast, confide, dazzling-gleam, expanding-force",psychic,"forewarn, synchronize, telepathy",76,25,45,67,55,24
516,musharna,605,11,musharna,"psybeam, hyper-beam, thunder-wave, toxic, psychic, hypnosis, double-team, defense-curl, light-screen, reflect, swift, amnesia, dream-eater, flash, rest, rock-slide, substitute, snore, protect, endure, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, moonlight, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, torment, facade, helping-hand, trick, magic-coat, yawn, skill-swap, imprison, secret-power, rock-tomb, signal-beam, calm-mind, shock-wave, gravity, gyro-ball, lucky-chant, power-swap, guard-swap, worry-seed, energy-ball, giga-impact, zen-headbutt, trick-room, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, stored-power, ally-switch, moonblast, confide, dazzling-gleam, psychic-terrain, expanding-force, misty-explosion",psychic,"forewarn, synchronize, telepathy",116,55,85,107,95,29
517,pidove,21,3,pidove,"razor-wind, gust, fly, leer, growl, toxic, hypnosis, agility, quick-attack, double-team, focus-energy, swift, sky-attack, rest, substitute, snore, protect, detect, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, morning-sun, hidden-power, rain-dance, sunny-day, uproar, heat-wave, facade, taunt, wish, secret-power, feather-dance, air-cutter, aerial-ace, roost, pluck, tailwind, u-turn, lucky-chant, night-slash, air-slash, defog, round, echoed-voice, bestow, work-up, confide, dual-wingbeat","normal, flying","big-pecks, super-luck, rivalry",50,55,50,36,30,43
518,tranquill,150,6,tranquill,"razor-wind, gust, fly, leer, growl, toxic, agility, quick-attack, double-team, focus-energy, swift, sky-attack, rest, substitute, snore, protect, detect, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, uproar, heat-wave, facade, taunt, secret-power, feather-dance, air-cutter, aerial-ace, roost, pluck, tailwind, u-turn, air-slash, defog, round, echoed-voice, work-up, confide, dual-wingbeat","normal, flying","big-pecks, super-luck, rivalry",62,77,62,50,42,65
519,unfezant,290,12,unfezant,"razor-wind, gust, fly, leer, growl, hyper-beam, toxic, agility, quick-attack, double-team, focus-energy, swift, sky-attack, rest, substitute, snore, protect, detect, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, psych-up, uproar, heat-wave, facade, taunt, secret-power, feather-dance, air-cutter, aerial-ace, roost, pluck, tailwind, u-turn, air-slash, brave-bird, giga-impact, defog, round, echoed-voice, work-up, hurricane, confide, dual-wingbeat","normal, flying","big-pecks, super-luck, rivalry",80,115,80,65,55,93
520,blitzle,298,8,blitzle,"stomp, double-kick, sand-attack, take-down, thrash, double-edge, tail-whip, low-kick, thunderbolt, thunder-wave, thunder, toxic, agility, quick-attack, rage, screech, double-team, light-screen, flash, rest, substitute, snore, protect, endure, swagger, spark, attract, sleep-talk, return, frustration, pursuit, hidden-power, rain-dance, facade, charge, snatch, secret-power, signal-beam, bounce, shock-wave, feint, me-first, magnet-rise, discharge, charge-beam, flame-charge, round, volt-switch, wild-charge, confide",electric,"lightning-rod, motor-drive, sap-sipper",45,60,32,50,32,76
521,zebstrika,795,16,zebstrika,"stomp, thrash, tail-whip, hyper-beam, low-kick, thunderbolt, thunder-wave, thunder, toxic, agility, quick-attack, double-team, light-screen, flash, rest, substitute, snore, protect, swagger, spark, attract, sleep-talk, return, frustration, pursuit, hidden-power, rain-dance, rock-smash, facade, charge, snatch, secret-power, overheat, signal-beam, bounce, shock-wave, magnet-rise, giga-impact, discharge, charge-beam, flame-charge, round, ally-switch, volt-switch, wild-charge, ion-deluge, confide, laser-focus",electric,"lightning-rod, motor-drive, sap-sipper",75,100,63,80,63,116
522,roggenrola,180,4,roggenrola,"sand-attack, headbutt, tackle, take-down, strength, earthquake, toxic, double-team, harden, explosion, rest, rock-slide, substitute, snore, curse, protect, mud-slap, lock-on, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, magnitude, hidden-power, rock-smash, facade, nature-power, secret-power, rock-tomb, sand-tomb, iron-defense, block, rock-blast, gravity, rock-polish, earth-power, flash-cannon, stone-edge, stealth-rock, wide-guard, autotomize, smack-down, heavy-slam, round, bulldoze, confide, body-press, meteor-beam",rock,"sturdy, weak-armor, sand-force",55,75,85,25,25,15
523,boldore,1020,9,boldore,"sand-attack, headbutt, tackle, strength, earthquake, toxic, double-team, harden, explosion, rest, rock-slide, substitute, snore, protect, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rock-smash, facade, nature-power, secret-power, rock-tomb, sand-tomb, iron-defense, block, rock-blast, gravity, rock-polish, power-gem, earth-power, flash-cannon, stone-edge, stealth-rock, smack-down, heavy-slam, round, bulldoze, confide, stomping-tantrum, body-press, meteor-beam",rock,"sturdy, weak-armor, sand-force",70,105,105,50,40,20
524,gigalith,2600,17,gigalith,"sand-attack, headbutt, tackle, hyper-beam, strength, solar-beam, earthquake, toxic, double-team, harden, self-destruct, explosion, rest, rock-slide, substitute, snore, protect, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rock-smash, facade, nature-power, superpower, secret-power, weather-ball, rock-tomb, sand-tomb, iron-defense, block, rock-blast, gravity, rock-polish, power-gem, earth-power, giga-impact, flash-cannon, iron-head, stone-edge, stealth-rock, smack-down, heavy-slam, round, bulldoze, confide, laser-focus, throat-chop, stomping-tantrum, body-press, meteor-beam",rock,"sturdy, sand-stream, sand-force",85,135,130,60,80,25
525,woobat,21,4,woobat,"gust, fly, supersonic, thunder-wave, toxic, confusion, psychic, double-team, light-screen, reflect, swift, amnesia, dream-eater, flash, rest, super-fang, substitute, thief, snore, protect, giga-drain, endure, charm, swagger, steel-wing, attract, sleep-talk, return, frustration, safeguard, baton-pass, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, uproar, heat-wave, torment, flatter, facade, taunt, helping-hand, trick, magic-coat, knock-off, endeavor, skill-swap, imprison, secret-power, fake-tears, air-cutter, odor-sleuth, signal-beam, aerial-ace, calm-mind, shock-wave, roost, gyro-ball, pluck, tailwind, u-turn, assurance, embargo, psycho-shift, air-slash, energy-ball, nasty-plot, psycho-cut, zen-headbutt, defog, trick-room, captivate, charge-beam, psyshock, telekinesis, synchronoise, simple-beam, after-you, round, stored-power, ally-switch, acrobatics, heart-stamp, confide, venom-drench, speed-swap, expanding-force, dual-wingbeat","psychic, flying","unaware, klutz, simple",65,45,43,55,43,72
526,swoobat,105,9,swoobat,"gust, fly, hyper-beam, thunder-wave, toxic, confusion, psychic, double-team, light-screen, reflect, swift, amnesia, dream-eater, sky-attack, flash, rest, super-fang, substitute, thief, snore, protect, giga-drain, endure, charm, swagger, steel-wing, attract, sleep-talk, return, frustration, safeguard, baton-pass, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, uproar, heat-wave, torment, facade, taunt, helping-hand, trick, magic-coat, knock-off, endeavor, skill-swap, imprison, secret-power, fake-tears, air-cutter, odor-sleuth, signal-beam, aerial-ace, calm-mind, shock-wave, roost, gyro-ball, pluck, tailwind, u-turn, assurance, embargo, air-slash, energy-ball, giga-impact, nasty-plot, psycho-cut, zen-headbutt, defog, trick-room, charge-beam, psyshock, telekinesis, simple-beam, after-you, round, stored-power, ally-switch, acrobatics, heart-stamp, confide, venom-drench, laser-focus, speed-swap, psychic-fangs, expanding-force, dual-wingbeat","psychic, flying","unaware, klutz, simple",67,57,55,77,55,114
527,drilbur,85,3,drilbur,"scratch, swords-dance, cut, submission, strength, earthquake, fissure, dig, toxic, double-team, skull-bash, fury-swipes, rest, rock-slide, slash, substitute, snore, protect, sludge-bomb, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, rapid-spin, metal-claw, hidden-power, rock-smash, facade, brick-break, secret-power, mud-sport, crush-claw, rock-tomb, metal-sound, sand-tomb, aerial-ace, iron-defense, mud-shot, fling, poison-jab, x-scissor, earth-power, shadow-claw, rock-climb, stealth-rock, hone-claws, round, bulldoze, drill-run, confide, high-horsepower, scorching-sands",ground,"sand-rush, sand-force, mold-breaker",60,85,40,30,45,68
528,excadrill,404,7,excadrill,"scratch, swords-dance, cut, horn-drill, hyper-beam, strength, earthquake, fissure, dig, toxic, double-team, fury-swipes, rest, rock-slide, slash, substitute, snore, protect, sludge-bomb, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, rapid-spin, metal-claw, hidden-power, rock-smash, facade, brick-break, secret-power, mud-sport, crush-claw, rock-tomb, sand-tomb, aerial-ace, iron-defense, mud-shot, rock-blast, fling, magnet-rise, poison-jab, x-scissor, focus-blast, earth-power, giga-impact, shadow-claw, iron-head, stealth-rock, hone-claws, round, bulldoze, drill-run, rototiller, confide, high-horsepower, smart-strike, brutal-swing, stomping-tantrum, steel-beam, scorching-sands","ground, steel","sand-rush, sand-force, mold-breaker",110,135,60,50,65,88
529,audino,310,11,audino,"pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, body-slam, take-down, double-edge, growl, flamethrower, surf, ice-beam, blizzard, hyper-beam, low-kick, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, double-team, light-screen, reflect, fire-blast, amnesia, dream-eater, flash, rest, substitute, snore, protect, sweet-kiss, icy-wind, endure, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, facade, focus-punch, helping-hand, role-play, wish, magic-coat, yawn, knock-off, skill-swap, refresh, snatch, secret-power, hyper-voice, signal-beam, covet, calm-mind, gravity, healing-wish, fling, lucky-chant, last-resort, drain-punch, giga-impact, zen-headbutt, trick-room, grass-knot, charge-beam, psyshock, telekinesis, simple-beam, entrainment, after-you, round, echoed-voice, ally-switch, heal-pulse, incinerate, retaliate, bestow, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-nice, confide, dazzling-gleam, baby-doll-eyes, power-up-punch, laser-focus, throat-chop, stomping-tantrum, life-dew",normal,"healer, regenerator, klutz",103,60,86,60,86,50
530,timburr,125,6,timburr,"pound, comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch, slam, mega-kick, take-down, leer, low-kick, counter, strength, rock-throw, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, thief, snore, reversal, protect, mach-punch, scary-face, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, smelling-salts, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, wake-up-slap, hammer-arm, close-combat, payback, fling, force-palm, poison-jab, drain-punch, focus-blast, defog, stone-edge, grass-knot, wide-guard, smack-down, low-sweep, round, chip-away, retaliate, work-up, confide, power-up-punch, brutal-swing, coaching, tera-blast",fighting,"guts, sheer-force, iron-fist",75,80,55,25,35,35
531,gurdurr,400,12,gurdurr,"pound, mega-punch, fire-punch, ice-punch, thunder-punch, slam, mega-kick, take-down, leer, low-kick, counter, strength, rock-throw, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, thief, snore, reversal, protect, mach-punch, scary-face, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, wake-up-slap, hammer-arm, close-combat, payback, fling, poison-jab, drain-punch, focus-blast, defog, stone-edge, grass-knot, wide-guard, smack-down, low-sweep, round, chip-away, retaliate, work-up, confide, power-up-punch, high-horsepower, brutal-swing, coaching, tera-blast",fighting,"guts, sheer-force, iron-fist",85,105,85,40,50,40
532,conkeldurr,870,14,conkeldurr,"pound, mega-punch, fire-punch, ice-punch, thunder-punch, slam, mega-kick, body-slam, take-down, leer, hyper-beam, low-kick, counter, strength, rock-throw, earthquake, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, thief, snore, reversal, protect, mach-punch, scary-face, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, rock-blast, wake-up-slap, hammer-arm, close-combat, payback, fling, poison-jab, drain-punch, focus-blast, giga-impact, defog, stone-edge, grass-knot, wide-guard, smack-down, low-sweep, round, chip-away, retaliate, bulldoze, work-up, confide, power-up-punch, high-horsepower, brutal-swing, stomping-tantrum, coaching, tera-blast",fighting,"guts, sheer-force, iron-fist",105,140,95,55,65,45
533,tympole,45,5,tympole,"growl, supersonic, acid, mist, hydro-pump, surf, bubble-beam, toxic, screech, double-team, bubble, rest, substitute, snore, flail, protect, sludge-bomb, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, uproar, hail, facade, endeavor, refresh, secret-power, mud-sport, hyper-voice, weather-ball, muddy-water, bounce, mud-shot, water-pulse, aqua-ring, earth-power, mud-bomb, sludge-wave, after-you, round, echoed-voice, scald, confide, venom-drench, infestation",water,"swift-swim, hydration, water-absorb",50,50,40,50,40,64
534,palpitoad,170,8,palpitoad,"growl, supersonic, acid, hydro-pump, surf, bubble-beam, toxic, screech, double-team, bubble, rest, substitute, snore, flail, protect, sludge-bomb, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, rock-smash, uproar, hail, facade, focus-punch, endeavor, secret-power, hyper-voice, weather-ball, muddy-water, bounce, mud-shot, water-pulse, gastro-acid, aqua-ring, earth-power, power-whip, stealth-rock, sludge-wave, after-you, round, echoed-voice, scald, bulldoze, confide, venom-drench, infestation","water, ground","swift-swim, hydration, water-absorb",75,65,55,65,55,69
535,seismitoad,620,15,seismitoad,"mega-punch, ice-punch, mega-kick, growl, supersonic, acid, hydro-pump, surf, bubble-beam, hyper-beam, low-kick, strength, earthquake, dig, toxic, screech, double-team, bubble, rest, rock-slide, substitute, snore, flail, protect, sludge-bomb, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, rock-smash, uproar, hail, facade, focus-punch, brick-break, knock-off, endeavor, secret-power, dive, hyper-voice, weather-ball, rock-tomb, muddy-water, bounce, mud-shot, water-pulse, payback, fling, gastro-acid, aqua-ring, poison-jab, drain-punch, focus-blast, earth-power, giga-impact, power-whip, stealth-rock, grass-knot, venoshock, sludge-wave, after-you, round, echoed-voice, scald, bulldoze, confide, venom-drench, infestation, power-up-punch, stomping-tantrum, liquidation","water, ground","swift-swim, poison-touch, water-absorb",105,95,75,85,75,74
536,throh,555,13,throh,"mega-punch, fire-punch, ice-punch, thunder-punch, bind, mega-kick, body-slam, leer, low-kick, seismic-toss, strength, earthquake, dig, toxic, double-team, focus-energy, bide, rest, rock-slide, substitute, snore, reversal, protect, scary-face, endure, swagger, attract, sleep-talk, return, frustration, pain-split, vital-throw, hidden-power, rain-dance, sunny-day, rock-smash, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, block, bulk-up, payback, fling, poison-jab, focus-blast, giga-impact, zen-headbutt, stone-edge, grass-knot, wide-guard, storm-throw, low-sweep, round, circle-throw, retaliate, bulldoze, work-up, mat-block, confide, power-up-punch, laser-focus, stomping-tantrum, coaching",fighting,"guts, inner-focus, mold-breaker",120,100,85,30,85,45
